"DOMAIN","TITLE","",""
"MATHS","In a right triangle, if the hypotenuse is 10 and tan(θ) = √3/3, find the value of the opposite side.","",""
"IMAGE","A graceful gazelle leaps gracefully across the African plains, its slender legs carrying it effortlessly over the grass.","",""
"INFO","Fundamental principles of engineering","",""
"INFO","What were the major events leading up to India's partition and independence in 1947?","",""
"INFO","Describe the customs observed during Navroz by the Parsi community.","",""
"INFO","How are social media platforms addressing fake news?","",""
"MATHS","Independent events","",""
"INFO","What are the top tourist attractions in Sydney?","",""
"IMAGE","Family of ducks takes over city subway station","",""
"INFO","How to create a will and estate plan?","",""
"MATHS","Find the Jordan canonical form of a given linear transformation.","",""
"INFO","What is the Deep Web","",""
"IMAGE","Colorful autumn leaves blanket the forest floor.","",""
"IMAGE","A breathtaking view of the northern lights dancing across the sky.","",""
"MATHS","Exact Solutions","",""
"INFO","What are the prospects for renewable energy in [region]?","",""
"IMAGE","A sentient spaceship exploring the cosmos.","",""
"MATHS","Calculate the difference of ","",""
"IMAGE","A society governed by telepathic communication.","",""
"MATHS","Solve problems","",""
"MATHS","Calculate the area of a ","",""
"INFO","How to build a raised garden bed?","",""
"MATHS","Prove that if n is a positive integer, then 3 divides 23𝑛−1","",""
"MATHS","Prove that the product of two odd numbers is always odd.","",""
"INFO","What role did Thomas Edison play in the invention of the phonograph?","",""
"INFO","What are the consequences of deforestation on biodiversity?","",""
"IMAGE","Phoenix rising from the ashes of adversity.","",""
"INFO","What are the benefits of upgrading to a smart thermostat?","",""
"IMAGE","Greek Revival architecture harks back to the glory of ancient Greece, with its columns and pediments.","",""
"INFO","How to make a homemade natural cleaner?","",""
"MATHS","Prove that the product of any three consecutive integers is divisible by 6.","",""
"IMAGE","A cozy cabin in the woods with a crackling fire and a warm cup of tea.","",""
"MATHS","Define the term ""corresponding angles"" in similar shapes.","",""
"MATHS","Goldbach's conjecture","",""
"IMAGE","A mysterious creature lurking in the shadows.","",""
"INFO","What is the process by which organisms use oxygen to release energy from food called?","",""
"INFO","How do I promote gender equality in the classroom?","",""
"IMAGE","Invisible ink pen helps police solve decades-old mystery","",""
"INFO","How do you feel about the trend of adapting books or movies into TV series?","",""
"IMAGE","The Parliament House in Delhi is an architectural marvel that symbolizes India's democratic governance.","",""
"MATHS","Identify the x-intercept and y-intercept of a line.","",""
"INFO","Who invented the first practical electric motor?","",""
"MATHS","If a shape undergoes a dilation, what happens to its perimeter?","",""
"INFO","How does the human brain store memories","",""
"MATHS","Determine the scale factor between two similar triangles given their corresponding side lengths.","",""
"INFO","What are the best strategies for teaching students with dyslexia?","",""
"IMAGE","A serene garden with a koi pond and blooming cherry blossoms.","",""
"INFO","How to negotiate a higher salary?","",""
"MATHS","What is the concept of the maximum flow problem in graph theory?","",""
"INFO","Who is Sushma Swaraj?","",""
"IMAGE","Intricately crafted silver jewelry inspired by tribal designs.","",""
"IMAGE","Amritsar's Golden Temple is a sacred shrine surrounded by a serene pool.","",""
"INFO","What are the best travel destinations for art lovers?","",""
"INFO","Who discovered the laws of motion?","",""
"INFO","How to fix a squeaky door?","",""
"INFO","What is an adjective","",""
"MATHS","Determine if a given linear transformation is unitary.","",""
"IMAGE","Embrace of the unknown in the journey of discovery.","",""
"INFO","What are the implications of rising global temperatures on agriculture?","",""
"MATHS","Define a vertex in a graph.","",""
"MATHS","∠","",""
"INFO","Who were the famous Indian mathematicians and astronomers of ancient times?","",""
"MATHS","Find the median of the following set of numbers: 17, 19, 21, 23, 25, 27, 29.","",""
"IMAGE","The ruins of Hampi reveal the grandeur of Vijayanagara architecture.","",""
"IMAGE","A mischievous sprite dancing among the flowers in a moonlit forest.","",""
"INFO","Who is the author of ""The Palace of Illusions""?","",""
"IMAGE","A couple going on a hot air balloon ride over scenic landscapes.","",""
"MATHS","A car's speed decreases by 5 m/s every second due to air resistance. Write a differential equation to model the car's velocity as a function of time.","",""
"INFO","How are advancements in quantum computing expected to impact cryptography and cybersecurity?","",""
"MATHS","A manufacturer wants to produce cylindrical cans with a fixed volume of 1000 cubic centimeters. What dimensions should be chosen to minimize the surface area?","",""
"MATHS","Vector Space","",""
"MATHS","matrix addition","",""
"MATHS","What is the radicand of the expression ","",""
"IMAGE","Embrace of solitude in a bustling city.","",""
"INFO","What were the consequences of the Black Death in Europe?","",""
"IMAGE","A vibrant coral atoll surrounded by crystal-clear turquoise waters.","",""
"IMAGE","Fire-breathing dragon spotted flying over countryside","",""
"INFO","What caused the Salem Witch Trials in colonial Massachusetts?","",""
"IMAGE","A slice of rich and creamy New York-style cheesecake topped with fresh berries and a drizzle of caramel sauce.","",""
"INFO","How to treat constipation?","",""
"INFO","How does the human immune system fight off infections","",""
"IMAGE","A mysterious forest shrouded in fog.","",""
"MATHS","Calculate the index of the given root.","",""
"IMAGE","A lively promenade bustles with pedestrians, lined with cafes, shops, and street performers.","",""
"MATHS","A population of rabbits is growing at a rate proportional to the current population. If the population doubles every year, write a differential equation to model this situation.","",""
"INFO","What is the main component of Earth's atmosphere?","",""
"MATHS","unit vector","",""
"MATHS","Determine the period, amplitude, and phase shift of a trigonometric function.","",""
"INFO","Are there any dietary considerations or nutritional supplements for people suffering from","",""
"IMAGE","Friends having a beach volleyball tournament.","",""
"INFO","What are some classic dishes from Lebanese cuisine?","",""
"IMAGE","The Basilica of the Sacred Heart of Jesus in Pondicherry is a Gothic-style church known for its elegant spires and stained glass windows.","",""
"INFO","What is the SI unit of electric charge?","",""
"INFO","How do biometric payment systems like fingerprint scanners and facial recognition work?","",""
"MATHS","Conditional probability","",""
"INFO","What was the significance of the invention of the telephone?","",""
"INFO","Who is known for formulating the theory of evolution by natural selection?","",""
"IMAGE","Contemporary statement earrings inspired by Indian motifs.","",""
"MATHS","Define a Hamiltonian cycle.","",""
"INFO","What is the name of the scientist who developed the theory of relativity?","",""
"IMAGE","Friends having a paintball tournament in the woods.","",""
"INFO","What is the name of the scientist who proposed the theory of continental drift?","",""
"INFO","How did the French and Indian War set the stage for the American Revolution?","",""
"MATHS","Is 144 divisible by 12?","",""
"IMAGE","A curious fox investigating its surroundings in the forest.","",""
"INFO","Can you describe the process of making homemade pasta from scratch?","",""
"IMAGE","A regal basilisk with lethal venom and petrifying gaze.","",""
"MATHS","Is 200 divisible by 4?","",""
"IMAGE","A playful puppy frolics in a field, its boundless energy infectious to all who watch.","",""
"INFO","How do I teach students about internet safety?","",""
"INFO","What are the best budget-friendly smartwatches?","",""
"INFO","How did the Chernobyl nuclear disaster occur?","",""
"MATHS","What is the concept of the independent set in graph theory?","",""
"INFO","What are the potential applications of artificial intelligence in education and learning?","",""
"INFO","How to calculate the future value of money?","",""
"IMAGE","A mouthwatering BBQ brisket sandwich piled high with tender smoked meat and tangy barbecue sauce.","",""
"INFO","What are the leading causes of death worldwide","",""
"IMAGE","Friends having a beach bonfire with s'mores and hot cocoa.","",""
"INFO","Who were the architects of the Indian Constitution, and what were their contributions?","",""
"MATHS","What is the minimum degree of a vertex in a graph?","",""
"INFO","What is machine learning","",""
"INFO","What are the implications of space tourism?","",""
"INFO","What factors contributed to the rise of Adolf Hitler and the Nazi Party in Germany?","",""
"INFO","Can you explain the differences between Northern and Southern Chinese cuisine?","",""
"INFO","How to build a compost bin?","",""
"IMAGE","A cunning goblin lurking in the shadows.","",""
"IMAGE","A family going on a fishing trip and catching fish.","",""
"IMAGE","A mysterious creature lurking in the shadows.","",""
"IMAGE","A space explorer encountering a lost civilization.","",""
"IMAGE","Postcolonial architecture reflects the cultural identity and heritage of formerly colonized regions.","",""
"MATHS","A cylindrical tank has a radius of 2 meters and a height of 5 meters. Write an equation to model the volume of the tank in terms of its height.","",""
"INFO","What are the implications of rising geopolitical tensions in [region]?","",""
"MATHS","Solve the inequality for x","",""
"INFO","What are the consequences of declining biodiversity?","",""
"INFO","How to cook rice perfectly every time?","",""
